# Region type : patch velocity_inlet
# Faces       : 11400
# Area        : 3.696967e-03
# Scale factor: 1.000000e+00
# Time        	areaAverage(U)
36            	(0.000000e+00 0.000000e+00 1.000000e-03)
37            	(0.000000e+00 0.000000e+00 1.000000e-03)
38            	(0.000000e+00 0.000000e+00 1.000000e-03)
39            	(0.000000e+00 0.000000e+00 1.000000e-03)
40            	(0.000000e+00 0.000000e+00 1.000000e-03)
41            	(0.000000e+00 0.000000e+00 1.000000e-03)
42            	(0.000000e+00 0.000000e+00 1.000000e-03)
43            	(0.000000e+00 0.000000e+00 1.000000e-03)
44            	(0.000000e+00 0.000000e+00 1.000000e-03)
45            	(0.000000e+00 0.000000e+00 1.000000e-03)
46            	(0.000000e+00 0.000000e+00 1.000000e-03)
47            	(0.000000e+00 0.000000e+00 1.000000e-03)
48            	(0.000000e+00 0.000000e+00 1.000000e-03)
49            	(0.000000e+00 0.000000e+00 1.000000e-03)
50            	(0.000000e+00 0.000000e+00 1.000000e-03)
51            	(0.000000e+00 0.000000e+00 1.000000e-03)
52            	(0.000000e+00 0.000000e+00 1.000000e-03)
53            	(0.000000e+00 0.000000e+00 1.000000e-03)
54            	(0.000000e+00 0.000000e+00 1.000000e-03)
55            	(0.000000e+00 0.000000e+00 1.000000e-03)
56            	(0.000000e+00 0.000000e+00 1.000000e-03)
57            	(0.000000e+00 0.000000e+00 1.000000e-03)
58            	(0.000000e+00 0.000000e+00 1.000000e-03)
59            	(0.000000e+00 0.000000e+00 1.000000e-03)
60            	(0.000000e+00 0.000000e+00 1.000000e-03)
61            	(0.000000e+00 0.000000e+00 1.000000e-03)
62            	(0.000000e+00 0.000000e+00 1.000000e-03)
63            	(0.000000e+00 0.000000e+00 1.000000e-03)
64            	(0.000000e+00 0.000000e+00 1.000000e-03)
65            	(0.000000e+00 0.000000e+00 1.000000e-03)
66            	(0.000000e+00 0.000000e+00 1.000000e-03)
67            	(0.000000e+00 0.000000e+00 1.000000e-03)
68            	(0.000000e+00 0.000000e+00 1.000000e-03)
69            	(0.000000e+00 0.000000e+00 1.000000e-03)
70            	(0.000000e+00 0.000000e+00 1.000000e-03)
71            	(0.000000e+00 0.000000e+00 1.000000e-03)
72            	(0.000000e+00 0.000000e+00 1.000000e-03)
73            	(0.000000e+00 0.000000e+00 1.000000e-03)
74            	(0.000000e+00 0.000000e+00 1.000000e-03)
75            	(0.000000e+00 0.000000e+00 1.000000e-03)
76            	(0.000000e+00 0.000000e+00 1.000000e-03)
77            	(0.000000e+00 0.000000e+00 1.000000e-03)
78            	(0.000000e+00 0.000000e+00 1.000000e-03)
79            	(0.000000e+00 0.000000e+00 1.000000e-03)
80            	(0.000000e+00 0.000000e+00 1.000000e-03)
81            	(0.000000e+00 0.000000e+00 1.000000e-03)
82            	(0.000000e+00 0.000000e+00 1.000000e-03)
83            	(0.000000e+00 0.000000e+00 1.000000e-03)
84            	(0.000000e+00 0.000000e+00 1.000000e-03)
85            	(0.000000e+00 0.000000e+00 1.000000e-03)
86            	(0.000000e+00 0.000000e+00 1.000000e-03)
87            	(0.000000e+00 0.000000e+00 1.000000e-03)
88            	(0.000000e+00 0.000000e+00 1.000000e-03)
89            	(0.000000e+00 0.000000e+00 1.000000e-03)
90            	(0.000000e+00 0.000000e+00 1.000000e-03)
91            	(0.000000e+00 0.000000e+00 1.000000e-03)
92            	(0.000000e+00 0.000000e+00 1.000000e-03)
93            	(0.000000e+00 0.000000e+00 1.000000e-03)
94            	(0.000000e+00 0.000000e+00 1.000000e-03)
95            	(0.000000e+00 0.000000e+00 1.000000e-03)
96            	(0.000000e+00 0.000000e+00 1.000000e-03)
97            	(0.000000e+00 0.000000e+00 1.000000e-03)
98            	(0.000000e+00 0.000000e+00 1.000000e-03)
99            	(0.000000e+00 0.000000e+00 1.000000e-03)
100           	(0.000000e+00 0.000000e+00 1.000000e-03)
101           	(0.000000e+00 0.000000e+00 1.000000e-03)
102           	(0.000000e+00 0.000000e+00 1.000000e-03)
103           	(0.000000e+00 0.000000e+00 1.000000e-03)
104           	(0.000000e+00 0.000000e+00 1.000000e-03)
105           	(0.000000e+00 0.000000e+00 1.000000e-03)
106           	(0.000000e+00 0.000000e+00 1.000000e-03)
107           	(0.000000e+00 0.000000e+00 1.000000e-03)
108           	(0.000000e+00 0.000000e+00 1.000000e-03)
109           	(0.000000e+00 0.000000e+00 1.000000e-03)
110           	(0.000000e+00 0.000000e+00 1.000000e-03)
111           	(0.000000e+00 0.000000e+00 1.000000e-03)
112           	(0.000000e+00 0.000000e+00 1.000000e-03)
113           	(0.000000e+00 0.000000e+00 1.000000e-03)
114           	(0.000000e+00 0.000000e+00 1.000000e-03)
115           	(0.000000e+00 0.000000e+00 1.000000e-03)
116           	(0.000000e+00 0.000000e+00 1.000000e-03)
117           	(0.000000e+00 0.000000e+00 1.000000e-03)
118           	(0.000000e+00 0.000000e+00 1.000000e-03)
119           	(0.000000e+00 0.000000e+00 1.000000e-03)
120           	(0.000000e+00 0.000000e+00 1.000000e-03)
121           	(0.000000e+00 0.000000e+00 1.000000e-03)
122           	(0.000000e+00 0.000000e+00 1.000000e-03)
123           	(0.000000e+00 0.000000e+00 1.000000e-03)
124           	(0.000000e+00 0.000000e+00 1.000000e-03)
125           	(0.000000e+00 0.000000e+00 1.000000e-03)
126           	(0.000000e+00 0.000000e+00 1.000000e-03)
127           	(0.000000e+00 0.000000e+00 1.000000e-03)
128           	(0.000000e+00 0.000000e+00 1.000000e-03)
129           	(0.000000e+00 0.000000e+00 1.000000e-03)
130           	(0.000000e+00 0.000000e+00 1.000000e-03)
131           	(0.000000e+00 0.000000e+00 1.000000e-03)
132           	(0.000000e+00 0.000000e+00 1.000000e-03)
133           	(0.000000e+00 0.000000e+00 1.000000e-03)
134           	(0.000000e+00 0.000000e+00 1.000000e-03)
135           	(0.000000e+00 0.000000e+00 1.000000e-03)
136           	(0.000000e+00 0.000000e+00 1.000000e-03)
137           	(0.000000e+00 0.000000e+00 1.000000e-03)
138           	(0.000000e+00 0.000000e+00 1.000000e-03)
139           	(0.000000e+00 0.000000e+00 1.000000e-03)
140           	(0.000000e+00 0.000000e+00 1.000000e-03)
141           	(0.000000e+00 0.000000e+00 1.000000e-03)
142           	(0.000000e+00 0.000000e+00 1.000000e-03)
143           	(0.000000e+00 0.000000e+00 1.000000e-03)
144           	(0.000000e+00 0.000000e+00 1.000000e-03)
145           	(0.000000e+00 0.000000e+00 1.000000e-03)
146           	(0.000000e+00 0.000000e+00 1.000000e-03)
147           	(0.000000e+00 0.000000e+00 1.000000e-03)
148           	(0.000000e+00 0.000000e+00 1.000000e-03)
149           	(0.000000e+00 0.000000e+00 1.000000e-03)
150           	(0.000000e+00 0.000000e+00 1.000000e-03)
151           	(0.000000e+00 0.000000e+00 1.000000e-03)
152           	(0.000000e+00 0.000000e+00 1.000000e-03)
153           	(0.000000e+00 0.000000e+00 1.000000e-03)
154           	(0.000000e+00 0.000000e+00 1.000000e-03)
155           	(0.000000e+00 0.000000e+00 1.000000e-03)
156           	(0.000000e+00 0.000000e+00 1.000000e-03)
157           	(0.000000e+00 0.000000e+00 1.000000e-03)
158           	(0.000000e+00 0.000000e+00 1.000000e-03)
159           	(0.000000e+00 0.000000e+00 1.000000e-03)
160           	(0.000000e+00 0.000000e+00 1.000000e-03)
161           	(0.000000e+00 0.000000e+00 1.000000e-03)
162           	(0.000000e+00 0.000000e+00 1.000000e-03)
163           	(0.000000e+00 0.000000e+00 1.000000e-03)
164           	(0.000000e+00 0.000000e+00 1.000000e-03)
165           	(0.000000e+00 0.000000e+00 1.000000e-03)
166           	(0.000000e+00 0.000000e+00 1.000000e-03)
167           	(0.000000e+00 0.000000e+00 1.000000e-03)
168           	(0.000000e+00 0.000000e+00 1.000000e-03)
169           	(0.000000e+00 0.000000e+00 1.000000e-03)
170           	(0.000000e+00 0.000000e+00 1.000000e-03)
171           	(0.000000e+00 0.000000e+00 1.000000e-03)
172           	(0.000000e+00 0.000000e+00 1.000000e-03)
173           	(0.000000e+00 0.000000e+00 1.000000e-03)
174           	(0.000000e+00 0.000000e+00 1.000000e-03)
175           	(0.000000e+00 0.000000e+00 1.000000e-03)
176           	(0.000000e+00 0.000000e+00 1.000000e-03)
177           	(0.000000e+00 0.000000e+00 1.000000e-03)
178           	(0.000000e+00 0.000000e+00 1.000000e-03)
179           	(0.000000e+00 0.000000e+00 1.000000e-03)
180           	(0.000000e+00 0.000000e+00 1.000000e-03)
181           	(0.000000e+00 0.000000e+00 1.000000e-03)
182           	(0.000000e+00 0.000000e+00 1.000000e-03)
183           	(0.000000e+00 0.000000e+00 1.000000e-03)
184           	(0.000000e+00 0.000000e+00 1.000000e-03)
185           	(0.000000e+00 0.000000e+00 1.000000e-03)
186           	(0.000000e+00 0.000000e+00 1.000000e-03)
187           	(0.000000e+00 0.000000e+00 1.000000e-03)
188           	(0.000000e+00 0.000000e+00 1.000000e-03)
189           	(0.000000e+00 0.000000e+00 1.000000e-03)
190           	(0.000000e+00 0.000000e+00 1.000000e-03)
191           	(0.000000e+00 0.000000e+00 1.000000e-03)
192           	(0.000000e+00 0.000000e+00 1.000000e-03)
193           	(0.000000e+00 0.000000e+00 1.000000e-03)
194           	(0.000000e+00 0.000000e+00 1.000000e-03)
195           	(0.000000e+00 0.000000e+00 1.000000e-03)
196           	(0.000000e+00 0.000000e+00 1.000000e-03)
197           	(0.000000e+00 0.000000e+00 1.000000e-03)
198           	(0.000000e+00 0.000000e+00 1.000000e-03)
199           	(0.000000e+00 0.000000e+00 1.000000e-03)
200           	(0.000000e+00 0.000000e+00 1.000000e-03)
201           	(0.000000e+00 0.000000e+00 1.000000e-03)
202           	(0.000000e+00 0.000000e+00 1.000000e-03)
203           	(0.000000e+00 0.000000e+00 1.000000e-03)
204           	(0.000000e+00 0.000000e+00 1.000000e-03)
205           	(0.000000e+00 0.000000e+00 1.000000e-03)
206           	(0.000000e+00 0.000000e+00 1.000000e-03)
207           	(0.000000e+00 0.000000e+00 1.000000e-03)
208           	(0.000000e+00 0.000000e+00 1.000000e-03)
209           	(0.000000e+00 0.000000e+00 1.000000e-03)
210           	(0.000000e+00 0.000000e+00 1.000000e-03)
211           	(0.000000e+00 0.000000e+00 1.000000e-03)
212           	(0.000000e+00 0.000000e+00 1.000000e-03)
213           	(0.000000e+00 0.000000e+00 1.000000e-03)
214           	(0.000000e+00 0.000000e+00 1.000000e-03)
215           	(0.000000e+00 0.000000e+00 1.000000e-03)
216           	(0.000000e+00 0.000000e+00 1.000000e-03)
217           	(0.000000e+00 0.000000e+00 1.000000e-03)
218           	(0.000000e+00 0.000000e+00 1.000000e-03)
219           	(0.000000e+00 0.000000e+00 1.000000e-03)
220           	(0.000000e+00 0.000000e+00 1.000000e-03)
221           	(0.000000e+00 0.000000e+00 1.000000e-03)
222           	(0.000000e+00 0.000000e+00 1.000000e-03)
223           	(0.000000e+00 0.000000e+00 1.000000e-03)
